slp1	hom	sense_id	lemma	locus	cite	conf	method	rights	source	gloss	reason
marut		1a	marut	Amaruśataka, AmaruŚ, 1, 48	dcs:102944	0.5	overlap	public	DCS	the storm-gods (Indra's companions); the god of the wind (father of Hanumat and 	confidence<tau
marut		1a	marut	Amaruśataka, AmaruŚ, 1, 84	dcs:103016	0.5	overlap	public	DCS	the storm-gods (Indra's companions); the god of the wind (father of Hanumat and 	confidence<tau
marut		1a	marut	Gobhilagṛhyasūtra, GobhGS, 2, 6, 7	dcs:103396	0.5	overlap	public	DCS	the storm-gods (Indra's companions); the god of the wind (father of Hanumat and 	confidence<tau
varAha		?	varāha	lemma:207475		0.0	unassigned	public	DCS	[min.] = vajra; a mode of fighting	no locus/overlap candidate — residue for LLM/human pass
apara		?	apara	lemma:20939		0.0	unassigned	public	DCS	having nothing beyond or after; having no rival or superior; a-para = non-para	no locus/overlap candidate — residue for LLM/human pass
apara		?	apara	lemma:166280		0.0	unassigned	public	DCS	the other; another; future; next; western	no locus/overlap candidate — residue for LLM/human pass
pratyaYc		?	pratyañc	lemma:166384		0.0	unassigned	public	DCS	turned towards; facing; coming; coming from behind; averted; westward; western; 	no locus/overlap candidate — residue for LLM/human pass
pratyaYc		?	pratyañc	lemma:222419		0.0	unassigned	public	DCS	to bend (a limb)	no locus/overlap candidate — residue for LLM/human pass
ruci		?	ruci	lemma:71471		0.0	unassigned	public	DCS	pleasant; agreeable	no locus/overlap candidate — residue for LLM/human pass
mAnin		?	mānin	lemma:78918		0.0	unassigned	public	DCS	thinking; being of opinion; high-minded; haughty; highly honoured; thinking to h	no locus/overlap candidate — residue for LLM/human pass
mAnin		?	mānin	lemma:78919		0.0	unassigned	public	DCS	Marsilia Dentata; a lion	no locus/overlap candidate — residue for LLM/human pass
BIma		?	bhīma	lemma:50302		0.0	unassigned	public	DCS	fearful; terrific; terrible; tremendous; awful	no locus/overlap candidate — residue for LLM/human pass
vESvAnara		1a	vaiśvānara	Suśrutasaṃhitā, Su, Sū., 5, 29	dcs:1041	0.5	overlap	public	DCS	name of Agni or Fire; a particular Agni; the fire of digestion; the sun; sunligh	confidence<tau
vESvAnara		1a	vaiśvānara	Rasārṇava, RArṇ, 4, 55	dcs:107995	0.5	overlap	public	DCS	name of Agni or Fire; a particular Agni; the fire of digestion; the sun; sunligh	confidence<tau
vESvAnara		1a	vaiśvānara	Rāmāyaṇa, Rām, Bā, 59, 30	dcs:115215	0.5	overlap	public	DCS	name of Agni or Fire; a particular Agni; the fire of digestion; the sun; sunligh	confidence<tau
nizWa		?	niṣṭha	lemma:28345		0.0	unassigned	public	DCS	being in or on; situated on; grounded or resting on; depending on; relating or r	no locus/overlap candidate — residue for LLM/human pass
sTARu		?	sthāṇu	lemma:102836		0.0	unassigned	public	DCS	standing firmly; stationary; firm; fixed; immovable; motionless	no locus/overlap candidate — residue for LLM/human pass
sTARu		?	sthāṇu	lemma:102837		0.0	unassigned	public	DCS	a stump; stem; trunk; stake; post; pile; pillar; a kind of spear or dart; poteau	no locus/overlap candidate — residue for LLM/human pass
puzkala		4a	puṣkala	Vaikhānasadharmasūtra, VaikhDhS, 1, 7, 6	dcs:100039	0.5	overlap	public	DCS	much; many; numerous; copious; abundant; rich; magnificent; full; complete; stro	confidence<tau
puzkala		4a	puṣkala	Skandapurāṇa, SkPur, 11, 22	dcs:105854	0.5	overlap	public	DCS	much; many; numerous; copious; abundant; rich; magnificent; full; complete; stro	confidence<tau
puzkala		4a	puṣkala	Rāmāyaṇa, Rām, Bā, 68, 2	dcs:115613	0.5	overlap	public	DCS	much; many; numerous; copious; abundant; rich; magnificent; full; complete; stro	confidence<tau
yatra		?	yatra	lemma:73233		0.0	unassigned	public	DCS	where; wherein; wherever; whither	no locus/overlap candidate — residue for LLM/human pass
yatra		?	yatra	lemma:215614		0.0	unassigned	public	DCS	[gramm.] the word 'yatra'	no locus/overlap candidate — residue for LLM/human pass
paryAya		5	paryāya	Vārāhagṛhyasūtra, VārGS, 5, 37	dcs:102389	0.5	overlap	public	DCS	going or turning or winding round; revolving; revolution; course; lapse; expirat	confidence<tau
paryAya		5	paryāya	Suśrutasaṃhitā, Su, Cik., 40, 18	dcs:10448	0.5	overlap	public	DCS	going or turning or winding round; revolving; revolution; course; lapse; expirat	confidence<tau
paryAya		5	paryāya	Rasārṇava, RArṇ, 9, 9	dcs:108908	0.5	overlap	public	DCS	going or turning or winding round; revolving; revolution; course; lapse; expirat	confidence<tau
BUti		?	bhūti	lemma:211288		0.0	unassigned	public	DCS	[bot.] = kattṛṇa	no locus/overlap candidate — residue for LLM/human pass
Dara		?	dhara	lemma:91885		0.0	unassigned	public	DCS	bearing; supporting; ifc. holding; bearing; carrying; wearing; possessing; havin	no locus/overlap candidate — residue for LLM/human pass
Dara		?	dhara	lemma:91888		0.0	unassigned	public	DCS	poison	no locus/overlap candidate — residue for LLM/human pass
mAruta		2c	māruta	Mahābhārata, MBh, 5, 140, 6	dcs:225441	0.5	overlap	public	DCS	relating or belonging to the Maruts; proceeding from or consisting of the Maruts	confidence<tau
mAruta		2c	māruta	Aṣṭāṅgahṛdayasaṃhitā, AHS, Śār., 3, 58	dcs:30250	0.5	overlap	public	DCS	relating or belonging to the Maruts; proceeding from or consisting of the Maruts	confidence<tau
mAruta		2c	māruta	Skandapurāṇa (Revākhaṇḍa), SkPur (Rkh), Revākhaṇḍa, 48, 51	dcs:410563	0.5	overlap	public	DCS	relating or belonging to the Maruts; proceeding from or consisting of the Maruts	confidence<tau
Asana	1	?	āsana	lemma:62866		0.0	unassigned	public	DCS	sitting; sitting down; sitting in peculiar posture according to the custom of de	no locus/overlap candidate — residue for LLM/human pass
Asana	1	?	āsana	lemma:62900		0.0	unassigned	public	DCS	Terminalia Tomentosa	no locus/overlap candidate — residue for LLM/human pass
SiKara		?	śikhara	lemma:132565		0.0	unassigned	public	DCS	a point; peak (of a mountain); top or summit (of a tree); edge or point (of a sw	no locus/overlap candidate — residue for LLM/human pass
SiKara		?	śikhara	lemma:132569		0.0	unassigned	public	DCS	cloves	no locus/overlap candidate — residue for LLM/human pass
pOruza		?	pauruṣa	lemma:151051		0.0	unassigned	public	DCS	a weight or load which can be carried by one man; name of a Rākṣasa	no locus/overlap candidate — residue for LLM/human pass
pawala		?	paṭala	lemma:15253		0.0	unassigned	public	DCS	a roof; thatch; a veil; cover; a basket; chest; box; a heap; mass; multitude (es	no locus/overlap candidate — residue for LLM/human pass
pawala		?	paṭala	lemma:15254		0.0	unassigned	public	DCS	an enclosing or surrounding skin or membrane (esp. of the eyes); a film over the	no locus/overlap candidate — residue for LLM/human pass
keSa		?	keśa	lemma:208280		0.0	unassigned	public	DCS	having ... hair	no locus/overlap candidate — residue for LLM/human pass
vyAla		?	vyāla	lemma:169469		0.0	unassigned	public	DCS	extravagant; wicked; vicious	no locus/overlap candidate — residue for LLM/human pass
kzetra		2	kṣetra	Vaikhānasadharmasūtra, VaikhDhS, 2, 1, 3	dcs:100095	0.5	overlap	public	DCS	landed property; land; soil; name of a kind of tutelary deity; a Buddha; a field	confidence<tau
kzetra		2	kṣetra	Vaikhānasadharmasūtra, VaikhDhS, 3, 2, 14	dcs:100253	0.5	overlap	public	DCS	landed property; land; soil; name of a kind of tutelary deity; a Buddha; a field	confidence<tau
kzetra		2	kṣetra	Skandapurāṇa, SkPur, 1, 3	dcs:105002	0.5	overlap	public	DCS	landed property; land; soil; name of a kind of tutelary deity; a Buddha; a field	confidence<tau
pAwala		?	pāṭala	lemma:93210		0.0	unassigned	public	DCS	the trumpet-flower; saffron	no locus/overlap candidate — residue for LLM/human pass
haraRa		?	haraṇa	lemma:108652		0.0	unassigned	public	DCS	carrying; containing; removing	no locus/overlap candidate — residue for LLM/human pass
DizaRa		?	dhiṣaṇa	lemma:42643		0.0	unassigned	public	DCS	intelligent; wise	no locus/overlap candidate — residue for LLM/human pass
makara		?	makara	lemma:166215		0.0	unassigned	public	DCS	[Yoga] a kind of āsana	no locus/overlap candidate — residue for LLM/human pass
pARqu		?	pāṇḍu	lemma:93361		0.0	unassigned	public	DCS	yellowish white; white; pale; [medic.] suffering from pāṇḍu	no locus/overlap candidate — residue for LLM/human pass
vinAyaka		?	vināyaka	lemma:122934		0.0	unassigned	public	DCS	taking away; removing; without a leader	no locus/overlap candidate — residue for LLM/human pass
viraja		?	viraja	lemma:123172		0.0	unassigned	public	DCS	free from dust; clean; pure; free from the menstrual excretion	no locus/overlap candidate — residue for LLM/human pass
viraja		?	viraja	lemma:123175		0.0	unassigned	public	DCS	name of a place of pilgrimage; name of a Buddhakṣetra	no locus/overlap candidate — residue for LLM/human pass
giri		?	giri	lemma:123970		0.0	unassigned	public	DCS	coming from the mountains; venerable	no locus/overlap candidate — residue for LLM/human pass
Asura		2a	āsura	Kātyāyanasmṛti, KātySmṛ, 1, 923	dcs:531665	0.5	overlap	public	DCS	an Asura or demon; a form of marriage (in which the bridegroom purchases the bri	confidence<tau
Asura		2a	āsura	Manusmṛti, ManuS, 11, 20	dcs:82558	0.5	overlap	public	DCS	an Asura or demon; a form of marriage (in which the bridegroom purchases the bri	confidence<tau
Asura		?	āsura	lemma:62977		0.0	unassigned	public	DCS	spiritual; divine; belonging or devoted to evil spirits; belonging or relating t	no locus/overlap candidate — residue for LLM/human pass
Asura		?	āsura	lemma:62980		0.0	unassigned	public	DCS	blood; black salt; [min.] = viḍlavaṇa	no locus/overlap candidate — residue for LLM/human pass
Asura		?	āsura	lemma:62981		0.0	unassigned	public	DCS	belonging to Āsuri	no locus/overlap candidate — residue for LLM/human pass
haya		?	haya	lemma:108526		0.0	unassigned	public	DCS	urging on; driving	no locus/overlap candidate — residue for LLM/human pass
pavana		?	pavana	lemma:92590		0.0	unassigned	public	DCS	purification; winnowing of corn; a potter's kiln; a kind of vrata	no locus/overlap candidate — residue for LLM/human pass
pavana		?	pavana	lemma:92591		0.0	unassigned	public	DCS	an instrument for purifying grain; sieve; strainer; blowing; water	no locus/overlap candidate — residue for LLM/human pass
pavana		?	pavana	lemma:92592		0.0	unassigned	public	DCS	clean; pure	no locus/overlap candidate — residue for LLM/human pass
SoDana		?	śodhana	lemma:127811		0.0	unassigned	public	DCS	cleaning; purifying; cleansing; refining; purgative	no locus/overlap candidate — residue for LLM/human pass
SoDana		?	śodhana	lemma:127812		0.0	unassigned	public	DCS	the citron tree; Alangium Hexapetalum	no locus/overlap candidate — residue for LLM/human pass
SoDana		?	śodhana	lemma:127813		0.0	unassigned	public	DCS	the act of cleaning; purifying; correcting; improving; refining (as of metals fo	no locus/overlap candidate — residue for LLM/human pass
anyatra		?	anyatra	lemma:20511		0.0	unassigned	public	DCS	elsewhere; in another place (with abl.); on another occasion; at another time th	no locus/overlap candidate — residue for LLM/human pass
surasa		?	surasa	lemma:97552		0.0	unassigned	public	DCS	rich in water; well-flavoured; juicy; sapid; savoury; sweet; lovely; charming; e	no locus/overlap candidate — residue for LLM/human pass
surasa		?	surasa	lemma:97554		0.0	unassigned	public	DCS	holy basil	no locus/overlap candidate — residue for LLM/human pass
daRqaka		?	daṇḍaka	lemma:100840		0.0	unassigned	public	DCS		no locus/overlap candidate — residue for LLM/human pass
pulaka		?	pulaka	lemma:144688		0.0	unassigned	public	DCS	a species of earth; horripilation	no locus/overlap candidate — residue for LLM/human pass
sAgara		?	sāgara	lemma:111822		0.0	unassigned	public	DCS	marine; relating to the sea	no locus/overlap candidate — residue for LLM/human pass
dahana		?	dahana	lemma:146537		0.0	unassigned	public	DCS	burning; consuming by fire; scorching; destroying (chiefly ifc.)	no locus/overlap candidate — residue for LLM/human pass
dahana		?	dahana	lemma:146539		0.0	unassigned	public	DCS	burning; consuming by fire; cauterising; sour gruel; cremation	no locus/overlap candidate — residue for LLM/human pass
