lemma_slp1	dict	sense_id	failure_class	n_ls	gloss
viSAla	ap90	ap90:26539:15	no-shared-witness	0	2 of Garuḍa
viSAla	ap90	ap90:26539:16	no-shared-witness	0	3 an epithet of Śiva
viSAla	ap90	ap90:26539:17	no-shared-witness	0	an epithet of Pārvatī
viSAla	mw	mw:200503:1	no-shared-witness	1	( ifc. ) abundant in, full of
viSAla	mw	mw:200505:1	no-shared-witness	1	a partic. Ṣaḍ-aha
viSAla	mw	mw:200506:1	no-shared-witness	1	N. of the father of Takṣaka
viSAla	mw	mw:200507:1	witness-too-common	1	of an Asura
viSAla	mw	mw:200508:1	witness-too-common	1	of a son of Ikṣvāku (founder of the city Viśālā )
viSAla	mw	mw:200509:1	no-shared-witness	1	of a son of Tṛṇabindu
viSAla	mw	mw:200510:1	no-shared-witness	1	of a king of Vaidiśa
viSAla	mw	mw:200511:1	no-shared-witness	1	of a mountain
viSAla	mw	mw:200525:1	no-shared-witness	1	n. N. of a place of pilgrimage
viSAla	mw	mw:200526:1	no-shared-witness	1	n. du. (with ) N. of two Sāman s
viSAla	pwg	pwg:93254:4	cross-language-gap	0	ein best. Thier
viSAla	pwg	pwg:93254:5	no-shared-witness	1	ein best. Vogel
viSAla	pwg	pwg:93254:6	no-shared-witness	2	eine best. Pflanze
viSAla	pwg	pwg:93254:7	no-shared-witness	2	Name eines Shaḍaha
viSAla	pwg	pwg:93254:8	witness-too-common	7	N. pr. des Vaters des Mahidāsa Aitareya ( gedr. ). eines Sohnes des Ikṣvāku und Gründers der Stadt Viśālā ( Vaiśālī ) . . Sohn Tṛṇabindu ʼs . . Fürst von Vaidiśa . . . . ein Asura
viSAla	pwg	pwg:93254:9	no-shared-witness	1	N. pr. eines Gebirges
viSAla	pwg	pwg:93254:11	no-shared-witness	7	Koloquinthe
viSAla	pwg	pwg:93254:12	witness-too-common	3	N. pr. eines Flusses und einer daran gelegenen Einsiedelei, nach den Comm. =
viSAla	pwg	pwg:93254:13	witness-too-common	8	ein N. der Stadt Ujjayinī (auch N. pr. einer anderen Stadt; s. ) . . ( )
viSAla	pwg	pwg:93254:14	witness-too-common	3	N. pr. einer Gattin Ajamīḍha ʼs . einer Tochter Dakṣa ʼs und Gattin Ariṣṭanemi ʼs _im_
viSAla	pwg	pwg:93254:15	no-shared-witness	2	eine best. Pflanze
viSAla	pwg	pwg:93254:16	no-shared-witness	1	m.n. gaṇa zu
viSAla	pwg	pwg:93254:18	no-shared-witness	1	N. eines Sāman
viSAla	pwg	pwg:93254:19	no-shared-witness	1	N. pr. eines Wallfahrtsortes (wohl = )
viSAla	pwg	pwg:93254:20	cross-language-gap	0	Vgl. und fgg
viSAla	ap90	ap90:26539:1	no-gloss	0	a
viSAla	ap90	ap90:26539:5	no-gloss	0	
viSAla	ap90	ap90:26539:8	no-gloss	0	
viSAla	ap90	ap90:26539:13	no-gloss	0	
viSAla	pwg	pwg:93254:1	no-gloss	2	
viSAla	pwg	pwg:93254:3	no-gloss	0	m
viSAla	pwg	pwg:93254:10	no-gloss	0	f
viSAla	pwg	pwg:93254:17	no-gloss	0	n
Kara	vcp	vcp:16406:1	no-citation-apparatus	0	Kara pu0 Ka muKavilamatiSayenAstyasya ra KamindriyaM lAti lA ka vA ralayorekatvam . 1 garddaBe . 2 aSvatare amaraH 3 rAkzasaBede ca hema0 ceratuH KaradUzaRAvi ti BawwiH . vasatastasya rAmasya tataH SUrpanaKAkftam . Kare- RAsIt mahadvEraM janasTAnanivAsinA, . …
Kara	md	md:6692:1	no-shared-witness	0	khár-a, a. hard, rough; hot, sharp ( also fig. ): -m, ad. ; m. ass; mule
Kara	ap90	ap90:12093:1	no-shared-witness	0	a. ( opp. )
Kara	ap90	ap90:12093:2	no-shared-witness	0	1 Hard, rough, solid
Kara	ap90	ap90:12093:3	witness-too-common	2	2 Severe, sharp, strict
Kara	ap90	ap90:12093:4	no-shared-witness	0	3 Pungent, acid
Kara	ap90	ap90:12093:7	no-shared-witness	1	6 Sharpedged
Kara	ap90	ap90:12093:8	no-shared-witness	0	7 Hot; &amp;c
Kara	ap90	ap90:12093:11	no-shared-witness	2	1 An ass
Kara	ap90	ap90:12093:15	no-shared-witness	0	5 A kind of prickly nightshade
Kara	ap90	ap90:12093:20	no-shared-witness	0	Comp
Kara	ap90	ap90:12093:21	no-shared-witness	0	the sun
Kara	ap90	ap90:12093:22	no-shared-witness	0	lapis lazuli
Kara	ap90	ap90:12093:24	no-shared-witness	0	1 a stable for asses
Kara	ap90	ap90:12093:25	no-shared-witness	0	2 a barber's shop
Kara	ap90	ap90:12093:26	no-shared-witness	0	the francoline partridge
Kara	ap90	ap90:12093:27	no-shared-witness	0	the month Jyeṣṭha
Kara	ap90	ap90:12093:28	no-shared-witness	0	a stable for asses
Kara	ap90	ap90:12093:30	no-shared-witness	0	a lotus
Kara	ap90	ap90:12093:31	no-shared-witness	0	the opposite-leaved fig-tree
Kara	ap90	ap90:12093:32	no-shared-witness	0	the thorn apple
Kara	ap90	ap90:12093:33	no-shared-witness	0	m. an epithet of Rāma, who killed the demon
Kara	ap90	ap90:12093:34	no-shared-witness	0	the braying of an ass. ( pb )
Kara	ap90	ap90:12093:35	no-shared-witness	0	a lotus
Kara	ap90	ap90:12093:36	no-shared-witness	0	an iron vessel
Kara	ap90	ap90:12093:37	no-shared-witness	0	the wood-apple
Kara	ap90	ap90:12093:38	no-shared-witness	0	a wooden vessel
Kara	ap90	ap90:12093:39	no-shared-witness	0	a pigeon
Kara	ap90	ap90:12093:40	no-shared-witness	0	a donkey-cart
Kara	ap90	ap90:12093:42	no-shared-witness	0	1 the braying of an ass
Kara	ap90	ap90:12093:44	no-shared-witness	0	a stable for asses
Kara	ap90	ap90:12093:45	no-shared-witness	0	wild jasmine
Kara	mw	mw:61341:1	witness-too-common	2	mf( )n. hard, harsh, rough, sharp, pungent, acid (opposed to and ), ; &amp;c
Kara	mw	mw:61348:1	witness-too-common	3	m. a donkey (so called from his cry), ; ; &amp;c
Kara	mw	mw:61353:1	no-shared-witness	1	a thorny plant (sort of prickly nightshade or perhaps Alhagi Maurorum )
Kara	mw	mw:61354:1	no-shared-witness	1	N. of a fragrant substance
Kara	mw	mw:61357:1	no-shared-witness	1	a place arranged for building a house upon, N. of the 25th year of the sixty years' Bṛhaspati cycle
Kara	mw	mw:61359:1	witness-too-common	2	N. of the Asura Dhenuka
Kara	mw	mw:61362:1	witness-too-common	1	of a Rudra (?), ( v.l. )
Kara	pwg	pwg:119696:1	witness-too-common	1	sprichwörtlich
Kara	pwg	pwg:20965:4	no-shared-witness	2	Meeradler; Reiher; Krähe
Kara	pwg	pwg:20965:5	witness-too-common	3	ein best. dorniger Strauch; etwas Stechendes
Kara	pwg	pwg:20965:6	no-shared-witness	4	ein viereckiger Erdaufwurf um die Opfergefässe darauf zu setzen; einen zum Aufbau eines Hauses besonders zugerichteten Platz
Kara	pwg	pwg:20965:7	no-shared-witness	1	ein
Kara	pwg	pwg:20965:8	witness-too-common	2	Bein. des Asura Dhenuka
Kara	pwg	pwg:20965:10	no-shared-witness	2	N. pr. eines Dieners des Sonnengottes, mit identif. _zu_
Kara	pwg	pwg:20965:11	no-shared-witness	2	N. pr. eines Wesens im Gefolge von Śiva _zu_
Kara	pwg	pwg:20965:12	witness-too-common	1	N. pr. eines Rudra (die Calc. Ausg. hat andere Namen)
Kara	pwg	pwg:20965:13	no-shared-witness	3	ein best. Gras, Andropogon serratus
Kara	pwg	pwg:20965:14	no-shared-witness	2	Eselin; Esel
Kara	pwg	pwg:26305.700:1	cross-language-gap	0	[ vgl. [Page2-0600]] Z. 1 v. u. lies: {23,39}
Kara	pwg	pwg:72282:1	no-shared-witness	1	Maulthier
Kara	pwg	pwg:72282:3	cross-language-gap	0	Sp. 600, Z. 1 v. u. lies 23,39 st. 23,89
Kara	pwg	pwg:72282:4	no-shared-witness	3	des 25ten Jahres im 60jährigen Jupitercyclus
Kara	pwg	pwg:72282:5	no-shared-witness	1	Eselin
Kara	pwg	pwg:72282:6	witness-too-common	1	N. pr. einer der Mütter im Gefolge Skanda ʼs
Kara	ap90	ap90:12093:10	no-gloss	0	
Kara	ap90	ap90:12093:23	no-gloss	0	
Kara	ap90	ap90:12093:41	no-gloss	0	
Kara	mw	mw:61356:1	no-gloss	3	
Kara	pwg	pwg:20965:2	no-gloss	0	m
Kara	pwg	pwg:72282:2	no-gloss	1	
vAma	vcp	vcp:41096:1	no-citation-apparatus	0	vAma na0 vA man . 1 Dane medi0 2 vAstUke jawA0 . 3 ma- nohare 4 pradikUle 5 saDyaBAgasTe tri0 medi0 . 6 aDame tri0 si0 kO0 7 sApadehe na0 . 8 kAmadeve 9 mahAdeve tantrokte nadAcAravirudDe 10 madyAdipAnarUpAcAre ca pu0 kulA- cAraSabde 2134 pf0 dfSyam . 11 strI…
vAma	ap90	ap90:25443:2	outranked	2	1 Left( opp. )
vAma	ap90	ap90:25443:3	no-shared-witness	2	2 Being or situated on the left side; ; ( is used adverbially in the same sense; e. g. )
vAma	ap90	ap90:25443:6	no-shared-witness	0	5 Lovely, beautiful, charming; as in q. v
vAma	ap90	ap90:25443:7	no-shared-witness	0	6 Short
vAma	ap90	ap90:25443:14	no-shared-witness	0	6 Prohibited or forbidden act or practice (as drinking wine)
vAma	ap90	ap90:25443:15	no-shared-witness	0	Wealth, possessions
vAma	ap90	ap90:25443:16	no-shared-witness	0	Comp
vAma	ap90	ap90:25443:18	no-shared-witness	0	the Pīlu tree
vAma	ap90	ap90:25443:20	no-shared-witness	0	1 a conch-shell, the spiral of which runs from right to left
vAma	ap90	ap90:25443:21	witness-too-common	1	f. a woman with handsome thighs
vAma	ap90	ap90:25443:22	no-shared-witness	0	f. a woman (with lovely eyes)
vAma	ap90	ap90:25443:24	no-shared-witness	0	1 N. of a sage
vAma	ap90	ap90:25443:25	outranked	0	2 N. of Śiva
vAma	ap90	ap90:25443:26	no-shared-witness	1	f. a beautifuleye-browed woman
vAma	ap90	ap90:25443:27	witness-too-common	2	a woman with lovely eyes
vAma	ap90	ap90:25443:28	no-shared-witness	1	a. of a perverse or crooked nature; ( pb ) crosstempered
vAma	ap90	ap90:25443:29	outranked	0	an epithet of the god of love
vAma	mw	mw:190924:1	no-shared-witness	0	1. m. (for 2. and 3. See col. 2) the act of vomiting g
vAma	mw	mw:190974:1	no-shared-witness	1	of a Rudra
vAma	mw	mw:190975:1	no-shared-witness	1	of Varuṇa
vAma	mw	mw:190977:1	witness-too-common	1	of a son of Ṛcīka , ( B. )
vAma	mw	mw:190978:1	no-shared-witness	1	of a son of Kṛṣṇa and Bhadrā
vAma	mw	mw:190979:1	no-shared-witness	1	of a prince (son of Dharma )
vAma	mw	mw:190981:1	no-shared-witness	1	of one of the Moon's horses
vAma	mw	mw:190982:1	no-shared-witness	1	m. or n. a kind of pot-herb, Chenopodium Album
vAma	mw	mw:190997:1	no-shared-witness	1	mfn. relating to a mare, ( cf. under f. above)
vAma	mw	mw:191036:1	no-shared-witness	1	crooked, oblique ( ind. sideways)
vAma	mw	mw:191037:1	no-shared-witness	1	refractory, coy (in love)
vAma	mw	mw:191038:1	no-shared-witness	1	acting in the opposite way or differently
vAma	mw	mw:191039:1	no-shared-witness	2	hard, cruel
vAma	mw	mw:191041:1	witness-too-common	2	m. or n. the left side ( , from the left to the right; , on the left side)
vAma	mw	mw:191045:1	witness-too-common	1	n. adversity, misfortune
vAma	mw	mw:191046:1	no-shared-witness	1	the left-hand practices of the followers of the Tantra s (= , q.v. )
vAma	pwg	pwg:122001:1	cross-language-gap	0	2. vgl
vAma	pwg	pwg:122002:1	no-shared-witness	1	Stute
vAma	pwg	pwg:89971:1	cross-language-gap	0	1. (von 1. ; wie von 1. )
vAma	pwg	pwg:89971:2	cross-language-gap	0	adj. ( f. , in der späteren Sprache )
vAma	pwg	pwg:89971:3	witness-too-common	18	werth, lieb; gefällig, gut, schön; eine Schönbrauige; schön, edel; schön redend
vAma	pwg	pwg:89971:6	no-shared-witness	2	die weibliche Brust
vAma	pwg	pwg:89971:8	no-shared-witness	2	des Liebesgottes
vAma	pwg	pwg:89971:9	witness-too-common	2	N. pr. eines Sohnes des Ṛcīka
vAma	pwg	pwg:89971:12	no-shared-witness	6	eine Schöne, ein schönes Weib, Weib
vAma	pwg	pwg:89971:13	no-shared-witness	6	eine Form der
vAma	pwg	pwg:89971:14	witness-too-common	1	N. pr. einer der Mütter im Gefolge Skanda ʼs
vAma	pwg	pwg:89971:15	no-shared-witness	1	N. pr. der Mutter Pārśva ʼs, des 23ten Arhant ʼs der gegenwärtigen Avasarpiṇī
vAma	pwg	pwg:89971:16	witness-too-common	9	Stute; Eselin, Kameelstute; das Weibchen eines Schakals; Kameele und Stuten; Kameelstute
vAma	pwg	pwg:89971:19	no-shared-witness	3	eine best. Gemüsepflanze, Chenopodium
vAma	pwg	pwg:89971:20	witness-too-common	1	gefällig, schön
vAma	pwg	pwg:89971:21	cross-language-gap	0	Vgl
vAma	pwg	pwg:89972:2	cross-language-gap	0	adj. ( f. )
vAma	pwg	pwg:89972:3	outranked	22	link; zur Linken stehend; an der linken Seite befindlich; ein Feuer, dessen Flamme nach links geht; von links nach rechts; zur Linken stehend; zur Linken; zur Linken; im Westen
vAma	pwg	pwg:89972:5	no-shared-witness	3	Schlange; ein lebendes Wesen
vAma	pwg	pwg:89973:1	no-shared-witness	2	3. (von ) m. = gaṇa zu . Vārtt. zu
vAma	ap90	ap90:25443:1	no-gloss	0	a
vAma	ap90	ap90:25443:8	no-gloss	0	
vAma	ap90	ap90:25443:19	no-gloss	0	
vAma	ap90	ap90:25443:23	no-gloss	0	
vAma	pwg	pwg:89971:5	no-gloss	0	m
vAma	pwg	pwg:89971:11	no-gloss	0	f
vAma	pwg	pwg:89971:17	no-gloss	0	n
vAma	pwg	pwg:89972:1	no-gloss	1	2
vAma	pwg	pwg:89972:6	no-gloss	1	n. =
vESvAnara	vcp	vcp:42565:1	no-citation-apparatus	0	vESvAnara pu0 viSvezAM narARAmayam kukzisTatvAt aR pUrva- dIrGaH . 1 vahnO 2 citrakavfkze . 3 cetane ca viSvAnarasyApa- tyamaR . agnilokADipe 4 vahnO kASIKa0 10 a0 tatkaTA dfSyA . sarvadehABimAnini 5 sarvAtmayAMmini parameSvare tadupAsanaprakAraH CAndo0 6 pra…
vESvAnara	md	md:17246:1	no-shared-witness	0	vaiśvā-nará, a. ( ī́ ) belonging to all men; universal, dwelling or worshipped everywhere, generally known ( Agni, sacrifice ; V. , C. ); consisting of all men, present in full numbers ( V. ); m. fire; sun, sunlight ( V. ); intellect conditioned by the aggreg…
vESvAnara	ap90	ap90:27149:1	no-shared-witness	0	a. ( f. ) Relating or common to all mankind, fit for all men
vESvAnara	ap90	ap90:27149:3	outranked	1	1 An epithet of fire
vESvAnara	ap90	ap90:27149:5	no-shared-witness	0	3 General consciousness (in Vedānta phil. )
vESvAnara	ap90	ap90:27149:6	no-shared-witness	0	4 The Supreme Being
vESvAnara	ap90	ap90:27149:7	no-shared-witness	0	5 The Chitraka tree
vESvAnara	mw	mw:207936:1	witness-too-common	1	mf( )n. ( fr. ) relating or belonging to all men, omnipresent, known or worshipped, everywhere, universal, general, common, &amp;c. &amp;c
vESvAnara	mw	mw:207937:1	outranked	3	consisting of all men, full in number, complete
vESvAnara	mw	mw:207939:1	witness-too-common	1	all-commanding
vESvAnara	mw	mw:207940:1	witness-too-common	3	relating or sacred to Agni Vaiśvānara
vESvAnara	mw	mw:207941:1	no-shared-witness	1	composed by Viśvānara or Vaiśvānara
vESvAnara	mw	mw:207942:1	witness-too-common	2	m. N. of Agni or Fire, &amp;c. &amp;c. ( Agni Vaiśv˚ is regarded as the author of , )
vESvAnara	mw	mw:207943:1	no-shared-witness	1	a partic. Agni
vESvAnara	mw	mw:207945:1	witness-too-common	2	the sun, sunlight
vESvAnara	mw	mw:207946:1	no-shared-witness	1	(in the Vedānta ) N. of the Supreme Spirit or Intellect when located in a supposed collective aggregate of gross bodies (= Virāj , Prajā-pati , Puruṣa ), Vedānta s
vESvAnara	mw	mw:207949:1	witness-too-common	1	( pl. ) of a family of Ṛṣi s
vESvAnara	mw	mw:207953:1	no-shared-witness	1	N. of a Sāman
vESvAnara	pwg	pwg:96083:1	cross-language-gap	0	(von )
vESvAnara	pwg	pwg:96083:2	cross-language-gap	0	adj. ( f. )
vESvAnara	pwg	pwg:96083:3	cross-language-gap	0	allen Männern gehörig: allgemein, allbekannt, allverehrt, überall wohnend
vESvAnara	pwg	pwg:96083:6	no-shared-witness	7	γ〉 [Page6-1421] . . der erste Pāda des Ātman . _in_ . . . . =
vESvAnara	pwg	pwg:96083:8	witness-too-common	3	ε〉 nach der Lesart der ( )
vESvAnara	pwg	pwg:96083:10	witness-too-common	1	allgebietend
vESvAnara	pwg	pwg:96083:11	witness-too-common	5	geweiht
vESvAnara	pwg	pwg:96083:12	no-shared-witness	1	von; verfasst
vESvAnara	pwg	pwg:96083:14	witness-too-common	2	patron. gaṇa zu . pl. N. pr. eines Ṛṣi -Geschlechts
vESvAnara	pwg	pwg:96083:16	outranked	1	N. pr. verschiedener Männer
vESvAnara	pwg	pwg:96083:17	no-shared-witness	1	f. ( sc. ) umfasst die beiden Bhadrapadā und Revatī ; vgl
vESvAnara	pwg	pwg:96083:19	outranked	1	Gesammtheit der Männer
vESvAnara	pwg	pwg:96083:20	no-shared-witness	1	N. eines Sāman ; vgl
vESvAnara	ap90	ap90:27149:2	no-gloss	0	
vESvAnara	pwg	pwg:96083:7	no-gloss	4	δ〉
vESvAnara	pwg	pwg:96083:13	no-gloss	0	m
vESvAnara	pwg	pwg:96083:18	no-gloss	0	n
viSAKa	vcp	vcp:41815:1	no-citation-apparatus	0	viSAKa pu0 viSizwA SAKA'sya . 1 kArttikeye 2 DanvinAM vi- tastyantarAlapAdAvasTAne amaraH . 3 punarnavAyAM rAjani0 4 yAcake ca medi0 . 5 skandAMSajAte devaBede tannAmani- ruktiH mA0 va0 226 a0 uktA yaTA vajraprahArAt skandasya sajAtaH puruzo'paraH . yuvA kAYc…
viSAKa	md	md:16746:1	no-shared-witness	0	ví-śākha ( AV. also -śā́kha), branched, forked ( V. ); branchless ( E. ); handless ( E. ); m. ( C. ) cp. of Skanda; a manifestation of Skanda, regarded as his son ; N. ; n. fork: ā, f. sg. , du. , pl. the fourteenth ( later sixteenth) lunar asterism; -śākha-k…
viSAKa	mw	mw:193577.02:1	witness-too-common	1	branchless
viSAKa	mw	mw:193577.04:1	no-shared-witness	1	handless
viSAKa	mw	mw:193577.06:1	no-shared-witness	1	born under the constellation Viśākhā
viSAKa	mw	mw:193577.08:1	no-shared-witness	1	m. a beggar
viSAKa	mw	mw:193577.10:1	no-shared-witness	1	a spindle
viSAKa	mw	mw:193577.12:1	no-shared-witness	1	a partic. attitude in shooting
viSAKa	mw	mw:193577.14:1	no-shared-witness	1	Boerhavia Procumbens
viSAKa	mw	mw:193577.16:1	witness-too-common	1	N. of Skanda
viSAKa	mw	mw:193577.18:1	witness-too-common	3	a manifestation of Skanda (regarded as his son), ; ; &amp;c
viSAKa	mw	mw:193577.22:1	witness-too-common	1	of Śiva
viSAKa	mw	mw:193577.24:1	no-shared-witness	1	of a Devarṣi
viSAKa	mw	mw:193577.30:1	no-shared-witness	1	= below
viSAKa	mw	mw:193577.40:1	outranked	1	n. a fork, ramification
viSAKa	pwg	pwg:93238:2	cross-language-gap	0	adj. ( f. )
viSAKa	pwg	pwg:93238:4	witness-too-common	1	astlos
viSAKa	pwg	pwg:93238:5	witness-too-common	1	händelos
viSAKa	pwg	pwg:93238:6	no-shared-witness	1	unter dem Sternbilde; geboren
viSAKa	pwg	pwg:93238:8	no-shared-witness	4	Bettler; Spindel
viSAKa	pwg	pwg:93238:9	no-shared-witness	3	einer best. Stellung beim Schiessen
viSAKa	pwg	pwg:93238:10	no-shared-witness	2	Boerhavia procumbens Roxb. ( ) _im_
viSAKa	pwg	pwg:93238:11	witness-too-common	7	Bein. Skanda ʼs
viSAKa	pwg	pwg:93238:14	witness-too-common	3	Bein. Śiva ʼs . ( ) desgl. ; vgl. , Schol
viSAKa	pwg	pwg:93238:16	no-shared-witness	3	eine best. Pflanze
viSAKa	pwg	pwg:93238:17	outranked	23	des 14ten; des 16ten
viSAKa	pwg	pwg:93238:18	no-shared-witness	3	ein Frauenname
viSAKa	pwg	pwg:93238:19	no-shared-witness	2	eine gabelförmige Stange
viSAKa	pwg	pwg:93238:20	outranked	3	Gabel, Verzweigung; das Innere der Gabel; zwischen den Schenkeln
viSAKa	pwg	pwg:93238:21	cross-language-gap	0	Vgl
viSAKa	pwg	pwg:93238:1	no-gloss	0	( 2. + )
viSAKa	pwg	pwg:93238:7	no-gloss	0	m
yogya	vcp	vcp:39092:1	no-citation-apparatus	0	yogya tri0 yogamarhati yat yuja Ryat vA . 1 yogArhe 2 ucite 3 nipuRe 4 Sakte ca . 5 puzyanakzatre pu0 medi0 . 6 fdDinAmOzaDe na0 amaraH
yogya	md	md:14934:1	no-shared-witness	0	yóg-ya, a. adapted for draught ( V. ); serviceable, suitable, fit, or adapted (for), capable (of), qualified or equal to ( d. , g. , lc. , inf. , —˚ ; a. vbl. ɴ. ˚— or an inf. has sts. a ps. sense ); perceptible ( rare ); m. draught animal ( V. ): ā, f. pract…
yogya	ap90	ap90:23875:2	no-shared-witness	0	1 Fit, proper, suitable, appropriate, qualified
yogya	ap90	ap90:23875:3	outranked	0	2 Fit or suitable for, qualified for, capable of, able to (with loc. , dat. or even gen. or in comp. )
yogya	ap90	ap90:23875:4	no-shared-witness	0	3 Useful, serviceable
yogya	ap90	ap90:23875:6	no-shared-witness	0	5 (In Nyāya phil. ) Amenable to the sense, capable of being directly cognized
yogya	ap90	ap90:23875:12	no-shared-witness	0	2 Martial exercise, drill
yogya	ap90	ap90:23875:14	no-shared-witness	0	1 A conveyance, carriage, vehicle
yogya	ap90	ap90:23875:17	no-shared-witness	0	4 Milk
yogya	mw	mw:172002:1	no-shared-witness	0	&amp;c. See pp. 856, 858
yogya	mw	mw:172715:1	no-shared-witness	1	mfn. ( fr. and √ 1. ) fit for the yoke
yogya	mw	mw:172716:1	no-shared-witness	1	belonging to a partic. remedy
yogya	mw	mw:172718:1	no-shared-witness	1	perceptible
yogya	mw	mw:172729:1	no-shared-witness	1	n. (only ) a vehicle or any machine
yogya	mw	mw:172732:1	no-shared-witness	0	a kind of drug
yogya	pwg	pwg:82519:1	cross-language-gap	0	(von )
yogya	pwg	pwg:82519:2	no-shared-witness	1	adj. . Schol. zu (von 1. )
yogya	pwg	pwg:82519:4	no-shared-witness	1	zu einer best. Kur gehörig
yogya	pwg	pwg:82519:5	witness-too-common	29	brauchbar, angemessen, entsprechend, zukommend, geeignet, passend, zu Gute kommend; geschickt, fähig
yogya	pwg	pwg:82519:6	witness-too-common	11	gewachsen
yogya	pwg	pwg:82519:7	witness-too-common	5	β〉 im loc
yogya	pwg	pwg:82519:8	no-shared-witness	1	γ〉 im dat
yogya	pwg	pwg:82519:9	witness-too-common	25	verdienend gegeben zu werden; geeignet
yogya	pwg	pwg:82519:10	witness-too-common	3	dazu bist du gut, stets bei der Hand
yogya	pwg	pwg:82519:11	no-shared-witness	1	das Sternbild
yogya	pwg	pwg:82519:13	no-shared-witness	1	Veranstaltung, Werk
yogya	pwg	pwg:82519:14	witness-too-common	12	praktische Uebung, Praxis; Ausübung, exercitatio; Leibesübung, Gymnastik, kriegerische Uebung
yogya	pwg	pwg:82519:15	no-shared-witness	2	N. pr. der Gattin des Sonnengottes
yogya	pwg	pwg:82519:17	no-shared-witness	5	eine best. Pflanze; Sandel
yogya	pwg	pwg:82519:18	no-shared-witness	1	Vehikel
yogya	pwg	pwg:82519:19	no-shared-witness	1	Kuchen
yogya	pwg	pwg:82519:20	no-shared-witness	1	Milch
yogya	pwg	pwg:82519:21	witness-too-common	1	Vgl. (auch )
yogya	ap90	ap90:23875:1	no-gloss	0	a. [ ]
yogya	ap90	ap90:23875:7	no-gloss	0	
yogya	ap90	ap90:23875:10	no-gloss	0	
yogya	ap90	ap90:23875:13	no-gloss	0	
yogya	pwg	pwg:82519:12	no-gloss	0	f
yogya	pwg	pwg:82519:16	no-gloss	0	n
SiKA	vcp	vcp:43436:1	no-citation-apparatus	0	SiKA strI SI Kak tasya nettvam pfzo0 . 1 agnijvAlAyAM 2 mastakamaDyakeSapuYje ca amaraH . muRqayet sarva gAtrARi kakzopasTaSiKAM bahiH prA0 ta0 . 3 SAKATAM 4 bahicUqAyAM 5 kANgalikyAm 6 agramAtre 7 cUqA- mAtre 8 prapade ca medi0 . 9 praDAne SikzAyAM 10 GfRO h…
SiKA	md	md:17849:1	no-shared-witness	0	śíkhā, f. lock or tuft of hair ( Br. , S. , C. ); peacockʼs crest ( rare ); flame; ray ( rare ); point, tip, top; border ( of a garment ); daily interest (= -vṛddhi): -jaṭa, a. having a top-knot of a single lock ( the rest of the head being shaved ); -dāman, …
