lemma_slp1	hom	pwg_sense_id	pwg_gloss	pwg_loci	mw_sense_id	mw_gloss	apte_sense_id	apte_gloss	confidence	note
maDyama		2d	Gouverneur einer Provinz H. 690 . HALĀY. 2,267	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 690; HALĀYUDHA 2,267					0.99	pilot; MW/Apte columns are inventory not sense-aligned
maDyama		2e	eine Gazellenart DHAR. _im_ ŚKDR	DHARAṆĪKOṢA; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
maDyama		2f	N. des 18ten Kalpa ( s. 2, Verz. d. Oxf. H. 52,a,2 . Nach der gleichnamigen Note	? [Cologne Addition] 52,a,2					0.99	pilot; MW/Apte columns are inventory not sense-aligned
maDyama		2g	pl. Bez. einer best. buddhistischen Secte, = SARVADARŚANAS. 24,12	? [Cologne Addition] 24,12					0.99	pilot; MW/Apte columns are inventory not sense-aligned
maDyama		3	m.n. die Mitte des Leibes, Taille AK. 2,6,2,30 . H. 607 . H. an. MED. HALĀY. 2,3	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,6,2,30; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 607; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
maDyama		4a	der Mittelfinger AK. 2,6,2,33 . H. 593 . H. an. MED. HALĀY. 2,383 . TBR. 3,11,9,	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,6,2,33; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 593; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
maDyama		4b	ein mannbares Frauenzimmer AK. 2,6,1,8 . H. 511 . H. an. MED	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,6,1,8; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 511; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
maDyama		4c	= Samenkapsel der Lotusblüthe H. an. MED. a central blossom WILSON	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA; ? [Cologne Addition]					0.99	pilot; MW/Apte columns are inventory not sense-aligned
maDyama		4d	ein Metrum von 4 Mal drei Silben MED	MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
maDyama		5a	Mitte: zwischen AV. PRĀT. 4,42	PRĀTIŚĀKHYA zum ATHARVAVEDA. Citirt nach 4,42					0.99	pilot; MW/Apte columns are inventory not sense-aligned
maDyama		5b	N. des 12ten Kāṇḍa im Śatapathabrāhmaṇa WEBER, Lit. 114. fg. des 14ten (in der K	Akademische Vorlesungen über Indische Li 114. fg; ? [Cologne Addition] 395,a, No. 116. fg					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		1a	Topf, Krug AK. 3,4,22,137 . H. 1019 . an. 2,306 . MED. bh. 2 . HĀR. 209 . Ein au	AMARAKOṢA nach der Ausgabe von COLEBROOK 3,4,22,137; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1019; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 2,306	mw:52479:1	kumBa/ as , m. a jar, pitcher, water-pot, ewer, small water-jar [often ifc. ( f( A ). ) e.g. Cidra-k˚ , a perforated pitcher, R. ; Ama-k˚ , a jar of unbaked clay, Pañcat. ; hema-k˚ , a golden ewer, Ragh. ii, 36 ; Amar. … | an urn in which the bones of a dead person are collected, ĀśvGṛ. ; KātyŚr. ; ŚāṅkhŚr. | the sign of the zodiac Aquarius, Jyot. ; VarBṛS. &amp;c. | a measure of grain (equal to twenty Droṇa s, a little more than three bushels and three gallons; commonly called a comb; some make it two Droṇa s or sixty-four Seers), Mn. viii, 320 ; Hcat. | the frontal globe or prominence on the upper part of the forehead of an elephant (there are two of these prominences which swell in the rutting season), MBh. ; Bhartṛ. &amp;c. | a particular part of a bed, VarBṛS. | N. of a plant (and also of its fruit), BhP. x, 18, 14 | the root of a plant used in medicine | a religious exercise, viz. closing the nostrils and mouth so as to suspend breathing, L. | the paramour of a harlot, bully, flash or fancy man, L. | N. of a Mantra (pronounced over a weapon), R. i | N. of a Dānava (a son of Prahlāda and brother of Nikumbha ), MBh. i, 2527 ; Hariv. | of a Rākṣasa (son of Kumbhakarṇa ), R. ; BhP. | of the father of the nineteenth Arhat of the present Avasarpiṇī , Jain. | of a monkey, R. iv, 33, 14 | one of the thirty-four Jātaka s or former births of Śākya-muni , L. | N. of wk. Sāh. | kumBa/ ( am ), n. the plant Ipomoea Turpethum , L. | a fragrant resin ( gu/ggulu ), or the plant which bears it, L. | gold, Gal. | kumBa [ cf. Gk. κύμβη ; Lat. cymba .]			0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		1b	der Wassermann im Thierkreise TRIK. 3,3,285 . H. 116 , Sch. H. an. MED. COLEBR.	TRIKĀṆḌAŚEṢA 3,3,285; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 116; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		1c	ein best. Hohlmaass: M. 8,320 . Nach KULL. = 20 Droṇa , nach einer VAIDYAKAPARIB	MANU'S Gesetzbuch in der Ausg. von LOISE 8,320; KULLŪKA; ? [Cologne Addition]					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		1d	du. die beiden Erhöhungen auf der Stirn des Elephanten, welche zur Brunstzeit st	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,8,2,5; AMARAKOṢA nach der Ausgabe von COLEBROOK 3,4,22,137; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1226					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		1e	eine religiöse Uebung, bei der man mit der rechten Hand die Nasenlöcher schliess	DHARAṆĪKOṢA; ŚABDAKALPADRUMA (GILD. Bibl. 371).; YOGATATTVA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		1f	eine best. medic. gebrauchte Wurzel AINSLIE 2,362 / f〉 eine best. Pflanze und de	? [Cologne Addition] 2,362; BHĀGAVATAPURĀṆA 10,18,14					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		1g	der Liebhaber einer Buhldirne TRIK. H. an. VIŚVA _im_ ŚKDR. Statt MED. bh. 2 ist	TRIKĀṆḌAŚEṢA; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; ? [Cologne Addition]					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		1h	N. pr. eines Dānava , eines Sohnes von Prahlāda und Bruders von Nikumbha . MBH.	MAHĀBHĀRATA 1,2527 → vulg 1.65.19; HARIVAṂŚA im 4ten Bande des MBH. Aus die 2283; HARIVAṂŚA im 4ten Bande des MBH. Aus die 14284					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		1i	Titel eines Werkes SĀH. D. 183,15	SĀHITYADARPAṆA 183,15					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		1k	ein best. Theil des Bettstollens VARĀH. BṚH. S. 79,29. fg. [Page5-1309]	VARĀHAMIHIRA'S BṚHATSAM̃HITĀ. 79,29. fg					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		1l	Bez. eines best. über Waffen gesprochenen Zauberspruches R. GORR. 1,31,7	? [Cologne Addition] 1,31,7					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		2a	Topf, Krug, Kochtopf H. 1019 . H. an. MED. VS. 19,16 . 27 . 87 . AV. 9,5,5 . 6,1	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1019; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		2b	ein Gefäss zum Aufbewahren des Getraides oder ein best. Hohlmaass: M. 4,7 . YĀJÑ	MANU'S Gesetzbuch in der Ausg. von LOISE 4,7; YĀJÑAVALKYA'S Gesetzbuch. Sanskrit und D 1,128; KATHĀSARITSĀGARA 24,87					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		2c	N. verschiedener Pflanzen: α〉 = AK. 2,4,2,21 . H. an. MED. — β〉 Bignonia suaveol	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,4,2,21; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		3a	Hure ŚABDAM. _im_ ŚKDR	ŚABDAMĀLĀ; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		3b	nom. act. von VOP. 26,192 , v. l	VOPADEVA'S Grammatik 26,192					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		3c	= MED. t. 203 . = H. an. 4,111 . — Vgl	MEDINĪKOṢA 203; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA 4,111					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		4a	N. einer Pflanze, Ipomoea Turpethum R. Br. ( ), H. an	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
kumBa		4b	ein best. wohlriechendes Harz ( s. ) AK. 2,4,2,14 . H. an. MED. Nach einer ander	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,4,2,14; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		1a	compact: SUŚR. 1,16,8 . fest, hart: 257,17 . 2,44,19 . 2,7 . 1,322,7 . YĀJÑ. 3,8	SUŚRUTA 1,16,8; SUŚRUTA 257,17; SUŚRUTA 2,44,19	mw:69423:1	Gana/ mf( A/ )n. (√ han ) a striker, killer, destroyer, RV. i, 4, 8 ; iii, 49, 1 ; iv, 38, 1 ; viii, 96, 18 | compact, solid, material, hard, firm, dense, i, 8, 3 ( GanA/ for ˚na/m A/ ), Suśr. &amp;c. | coarse, gross | viscid, thick, inspissated, Suśr. ; Bhartṛ. ; Kathās. xxiv, 93 | full of (in comp. ), densely filled with (in comp. ), MBh. i , xiii ; Ragh. viii, 90 ; Ratnāv. iv, 2 | uninterrupted, Pañcat. iii, 14, 11 | dark ( cf. -SyAma ), BhP. iv, 5, 3 | deep (as sound; colour), MBh. i, 6680 ; VarBṛS. xliii, 19 | complete, all, Kathās. iv, 53 | auspicious, fortunate, W. | Gana/ m. (= ϕόνος ) slaying, RV. vi, 26, 8 | an iron club, mace, weapon shaped like a hammer, i, 33, 4 ; 36, 16 ; 63, 5 ; ix, 97, 16 ; AV. x, 4, 9 | any compact mass or substance (generally ifc. ), ŚBr. xiv &amp;c. (said of the foetus in the 2nd month, Nir. xiv, 6 ; Laghuj. iii, 4 ) | ifc. mere, nothing but ( e.g. vijYAna-Gana/ , ‘nothing but intuition’, ŚBr. xiv ), MāṇḍUp. 5 ; PraśnUp. v, 5 ; BhP. viii f. ( cf. ambu- , ayo- ) | a collection, multitude, mass, quantity, W. | vulgar people, Subh. | a cloud, MBh. &amp;c. ( ifc. f( A ). , Hariv. 2660 ) | talc, L. | the bulbous root of Cyperus Hexastachyus communis , Suśr. vi | a peculiar form of a temple, Hcat. ii, 1, 389 | a particular method of reciting the RV. and Yajur-veda ( cf. RTL. p. 409 ) | the cube (of a number), solid body (in geom. ), Laghuj. ; Sūryas. | phlegm ( kaPa ), L. | the body, L. | extension, diffusion, W. | Gana/ n. any brazen or metallic instrument or plate which is struck (cymbal, bell, gong, &amp;c.), Hariv. 8688 | iron, L. | tin, L. | a mode of dancing (neither quick nor slow), L. | darkness, L.	ap90:12876:1	Gana a. [ han mUrtO ap GanadeSaSca Tv]. | 1 Compact, firm, hard, solid: saMjAta Sca GanAGanaH Māl. 9. 39 ; nAsA GanAsTikA Y. 3. 89 ; R. 11. 18. | 2 Thick, close, dense; GanAviralaBAvaH U. 2. 27 ; R. 8. 91 ; Amaru. 57. | 3 Thick-set, full, fully developed (as breasts); Gawayati Gasune suGane kucayugagagane mfgamadarucirUzite Gīt. 7 ; agurucatuzkraM Bavati gurU dvO Ganakucayugme SaSivadanA'sO Śrut. 8 ; Bh. 1. 8 ; Amaru. 28. | 4 Deep (as sound); Māl. 2. 12 ; Mu. 1. 21. | 5 Uninterrupted, permanent. | 6 Impenetrable. | 7 Great, excessive, violent. | 8 Complete. | 9 Auspicious, fortunate. | 10 Coarse, gross. | 11 Engrossed by, full or replete with; Māl. 1. 32 ; nirvfti˚ U. 6. 11. | — naH | 1 A cloud; GanodayaH prAk tadanataraM tadanantaraM payaH Ś. 7. 30 ; GanarucirakalApo niHsapatno'sya jAtaH V. 4. 10. | 2 An iron club, a mace. | 3 The body. | 4 The cube of a number (in math.). | 5 Extension, diffusion. | 6 A collection, multitude, quantity, mass, assemblage. | 7 Talc | 8 Phlegm. | 9 Any compact mass or substance. | 10 Hardness, firmness. | 11 A particular manner of reciting Vedic texts; thus the padas namaH rudreByaH ye repeated in this manner would stand thus: - namo rudreByo rudreByo namo namo rudreByo ye ye rudreByo namo namo rudreByo ye . | — naM | 1 A cymbal, a bell, a gong. | 2 Iron. | 3 Tin. | 4 Skin, rind, bark. | 5 A mode of dancing. | Comp. | — atyayaH , | — aMtaH ‘disappearance of the clouds’, the season succeeding the rains, autumn; ( Sarad ); R. 3. 37. | — ajYAnI N. of Durgā. | — aMbu n. rain. | — AkaraH the rainy season. | — AgamaH , | — udayaH ‘the approach of clouds’, the rainy season; GanAgamaH kAmijanapriyaH priye Rs. 2. 1. | — AmayaH the date-tree. | — ASrayaH the ( pb ) atmosphere, firmament. | — uttamaH the face. | — upalaH hail. | — oGaH gathering of clouds. | — kaPaH hail. | — kAlaH the rainy season. | — garjitaM | 1 thunder, peal or thundering noise of clouds, roar of thunder. | 2 a deep loud roar. | — golakaH alloy of gold and silver. | — GataH the cube of a cube. | — jaMbAla , thick mire. | — jvAlA lightning. | — tAlaH a kind of bird ( sAraMga ). | — tolaH the Cātaka bird. | — DAtuH lymph. | — Dvani a. roaring. | — (niH) | 1 a deep or low tone. | 2 the muttering of thunder clouds; Śi. 16. 25. | — nABiH smoke (being supposed to be a principal ingredient in clouds; Me. 5 ). | — nIhAraH thick hoar-frost or mist. | — padaM the cube root. | — padavI ‘the path of clouds’, firmament, sky; krAmadBirGanapadavImanekasaMKyEH Ki. 5. 34. | — pAzaMqaH a peacock. | — PalaM (in geom.) the solid or cubical contents of a body or of an excavation. | — mUlaM cube root (in math.). | — rasaH | 1 a thick juice. | 2 extract, decoction. | 3 camphor. | 4 water ( m. or n. ). | — varaM the face. | — vargaH the square of a cube, the sixth power (in math.). | — vartman n. the sky; Ganavartma sahasraDeva kurvan Ki. 5. 17. | — vallikA, -vallI lightning. | — vAtaH a thick oppressive breeze or air. | — vITiH the sky. | — SabdaH thunder, peal of thunder. | — vAsaH a kind of pumpkin gourd. | — vAhanaH | 1 Śiva. | 2 Indra. | — SyAma a. ‘dark like a cloud’, deep-black, dark. | — (maH) an epithet (1) of Rāma, (2) of Kṛṣṇa. | — samayaH the rainy season. | — sAraH | 1 camphor; GanasAranIhArahAra &amp;c. Dk. | 1 (mentioned among white substances). | 2 mercury. | 3 water. | — svanaH, -SabdaH, -svaH the roaring of clouds. | — hastasaMKyA the contents of an excavation or of a solid (in math).	0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		1b	dunkel, von Farben: eine dunkle Hautfarbe habend BHĀG. P. 4,5,3 ; vgl	BHĀGAVATAPURĀṆA 4,5,3					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		1c	tief, von Tönen: MBH. 1,6680 . VARĀH. BṚH. S. 42 (, 19 . RĀJA-TAR. 5,377	MAHĀBHĀRATA 1,6680 → vulg 1.173.35; VARĀHAMIHIRA'S BṚHATSAM̃HITĀ. 42 (43), 19; RĀJATARAṄGIṆĪ 5,377					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		1d	zusammengefasst, ganz, all: das ganze Vermögen UPAK. 24 ( KATHĀS. 4,26 eine ganz	? [Cologne Addition] 24; KATHĀSARITSĀGARA 4,26; KATHĀSARITSĀGARA 4,53					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		2a	eine compacte Masse, Klumpen u. s. w. : ŚAT. BR. 14,7,3,13 . R. 5,16,55 . 6,35,1	The ŚATAPATHABRĀHMAṆA in the Mādhyandina 14,7,3,13; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 5,16,55; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 6,35,12					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		2b	Wolke AK. 1,1,2,9 . 3,4,18,113 . TRIK. 3,3,237 . H. 164 . H. an. MED. MBH. 1,537	AMARAKOṢA nach der Ausgabe von COLEBROOK 1,1,2,9; AMARAKOṢA nach der Ausgabe von COLEBROOK 3,4,18,113; TRIKĀṆḌAŚEṢA 3,3,237					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		2c	Talk (wie auch andere Synonyme von Wolke; vgl. und H. 1051 ) RĀJAN. _im_ ŚKDR	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1051; RĀJANIRGHAṆṬA; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		2d	die knollige Wurzel von Cyperus hexastachyus communis Nees. (wie alle Synonyme v	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,4,25; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1193; TRIKĀṆḌAŚEṢA 3,3,237					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		2e	Phlegma, Schleim ( s. ) RĀJAN. _im_ ŚKDR	RĀJANIRGHAṆṬA; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		2f	Körper H. 564 . RĀJAN. _im_ ŚKDR / f〉 HALĀY. 2,355	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 564; RĀJANIRGHAṆṬA; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		2g	Kubus COLEBR. Alg. 10 . 11 . = 3×3×3 = 27 VARĀH. L. JĀT. 1,21 . 13,2 / g〉 ( d. i	Algebra 10; Algebra 11; VARĀHAMIHIRA'S LAGHUJĀTAKA. 1,21					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		2h	eine Art den Veda zu schreiben COLEBR. Misc. Ess. I, 21 . Verz. d. B. H. No. 368	COLEBROOKE'S Miscellaneous Essays. 2 Bän 21; WEBER'S Verzeichniss der Berliner Sanskr 368; WEBER'S Indische Studien. 3,269					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		3b	= RĀJAN. _im_ ŚKDR	RĀJANIRGHAṆṬA; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		4a	Schlaginstrument AK. 1,1,7,4 . TRIK. 3,3,237 . H. 286 . H. an. MED. HARIV. 8688	AMARAKOṢA nach der Ausgabe von COLEBROOK 1,1,7,4; TRIKĀṆḌAŚEṢA 3,3,237; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 286					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		4b	Eisen H. 1037	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1037					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		4c	Zinn H. ś. 160	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 160					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		4d	= RĀJAN. _im_ ŚKDR. Eher die aromatische Rinde der Laurus Cassia als Rinde, Haut	RĀJANIRGHAṆṬA; ŚABDAKALPADRUMA (GILD. Bibl. 371).; ? [Cologne Addition]					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Gana		4e	das gemässigte Tempo beim Tanz AK. 1,1,7,9 . H. 292 . H. an. MED. — III〉 nom. ac	AMARAKOṢA nach der Ausgabe von COLEBROOK 1,1,7,9; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 292; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Bavya		1a	gegenwärtig; n. Gegenwart; Dasein, Bestand; = P. 3,4,68 , Sch. ṚV. 1,129,6 . 10,	PĀṆINI'S acht Bücher grammatischer Regel 3,4,68; ṚGVEDA. Es wird nach Maṇḍala 1,129,6; ṚGVEDA. Es wird nach Maṇḍala 10,55,2	mw:149241:1	Ba/vya mfn. being, existing, present, RV. &amp;c. &amp;c. | to be about to be or become, future (= BAvin ), MārkP. ; Pañcar. (also for the future tense of √ BU , MBh. iv, 928 v.l. BAvya ) | likely to be, on the point of becoming (see Denu- and DenumBavyA ) | what ought to be, suitable, fit, proper, right, good, excellent, Kāv. ; Pur. ; Kathās. | handsome, beautiful, pleasant, MBh. ; Kāv. &amp;c. | gracious, favourable (= prasanna ), R. | auspicious, fortunate, Ragh. ; BhP. | righteous, pious, Vcar. | true, L. | Ba/vya m. Averrhoa Carambola , MBh. &amp;c. | N. of a Ṛṣi in the 9th Manv-antara , VP. | of a son of Dhruva (the polar star), Hariv. | of a son of Priyavrata , Pur. | of a teacher, Buddh. | of a poet, Cat. | ( pl. ) a partic. class of gods under Manu Cākṣuṣa , Pur. | Ba/vya n. that which is or exists (= yad Bavati ), RV. &amp;c. &amp;c. | being, existing, the being present, AV. &amp;c. &amp;c. | future time (see Bavad-BUta-Bavya ) | fruit, result, reward, ( esp. ) good result, prosperity, Ragh. ; Dhūrtan. | a bone, L. | the fruit of Averrhoa Carambola or of Dillenia Indica , L. | Ba/vya m. or n. one division of the poetical Rasa s or sentiments, W.	ap90:22033:1	Bavya a. [ BU-kartari ni˚yat ] | 1 Existing, being, being present. | 2 Future, about to be. | 3 Likely to become. | 4 Suitable, proper, fit, worthy; Ki. 11. 13. | 5 Good, nice, excellent. | 6 Auspicious, fortunate, happy; Ku. 1. 22 ; Ki. 3. 12 ; 10. 51. | 7 Handsome, lovely, beautiful. | 8 Calm, tranquil, placid. | 9 True. | — vyA N. of Pārvatī. | — vyaM | 1 Existence. | 2 Future time. | 3 Result, fruit. | 4 Good result, prosperity; R. 17. 58. | 5 A bone.	0.99	pilot; MW/Apte columns are inventory not sense-aligned
Bavya		1b	zukünftig, = H. an. 2,373. fg. MED. y. 41 . AIT. BR. 4,6 . MĀRK. P. 79,7 . PAÑCA	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA 2,373. fg; MEDINĪKOṢA 41; AITAREYABRĀHMAṆA. Citirt nach den 8 Pañc 4,6					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Bavya		1d	impers. zu sein: er muss (es) sein P. 3,4,68 , Sch. VOP. 26,3	PĀṆINI'S acht Bücher grammatischer Regel 3,4,68; VOPADEVA'S Grammatik 26,3					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Bavya		1e	ut esse debet, entsprechend, angemessen; = P. 5,3,104 . AK. 3,4,24 . 156 . = H.	PĀṆINI'S acht Bücher grammatischer Regel 5,3,104; AMARAKOṢA nach der Ausgabe von COLEBROOK 3,4,24; AMARAKOṢA nach der Ausgabe von COLEBROOK 3,4, 156					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Bavya		1f	hübsch, schön; von Personen KATHĀS. 21,21 . 25,162 . 201 . 29,104 . 34,132 . 36,	KATHĀSARITSĀGARA 21,21; KATHĀSARITSĀGARA 25,162; KATHĀSARITSĀGARA 25, 201					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Bavya		1g	gut, ausgezeichnet, vorzüglich: von Personen KUMĀRAS. 1,22 . Spr. 2028 . BHĀG. P	KUMĀRASAM̃BHAVA 1,22; Indische Sprüche. Sanskrit und deutsch h 2028; BHĀGAVATAPURĀṆA 1,15,17					0.99	pilot; MW/Apte columns are inventory not sense-aligned
Bavya		1h	geneigt: (= Schol. ) R. 1,62,7 ( 64,6 GORR. )	RĀMĀYAṆA. Ohne eine nähere Angabe ist be 1,62,7; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 1, 64,6 GORR					0.99	pilot; MW/Apte columns are inventory not sense-aligned
